title,summary,free,genre,installs,ratings,price,size,contentRating,reviews,released,adSupported,sale,score,similarApps,version
Sellam Quick,"Sell Products/Services FREE in Cameroon/Nigeria Phones, Hotel, Land, Fashion etc",True,Business,"10,000+",304.0,0.0,4.6M,Rated for 3+,195.0,"Aug 7, 2015",,False,4.25,['com.it.aquantuo'],2.4
Pinkoin inksnation app (Official App with Guild),Pinkoin inksnation app Is app you  can use  to login and signup .,True,Business,"10,000+",79.0,0.0,19M,Rated for 3+,46.0,"Sep 10, 2020",True,False,4.126582,"['com.tajbank.app', 'com.abit.abitcrowd', 'com.neolife.exigobo', 'com.general.market.escrow', 'com.soundconcepts.teamneolife']",1.5
"Speedy Data - Cheap MTN, Airtel Glo & 9mobile Data","This app enables you subscribe your data, TV and electricity at discount rates",True,Business,"10,000+",544.0,0.0,4.5M,Rated for 3+,362.0,"Oct 22, 2019",,False,4.2970295,"['com.qsoft.aidapay', 'com.obounce.oneapp1', 'app.vtpass.com', 'tingtel.android', 'nigerian.network.ussd.code']",1.3
Tokunbo Cars NG,Easy And Cheapest Way To Acquire Your Car From USA,True,Business,"10,000+",30.0,0.0,4.6M,Rated for 3+,20.0,"Sep 6, 2018",,False,4.0666666,"['com.autochek.buysalefixcars', 'ng.com.propertypro.user', 'com.adesa.marketplace']",1.0
"Powerlight: Electricity(PHCN) Bill, Buy Power Unit","BUY Prepaid Electricity Units. Recharge Meter in Nigeria. Buy Power Units,",True,Business,"10,000+",255.0,0.0,17M,Rated for 3+,232.0,"Oct 3, 2018",,False,3.9,"['app.vtpass.com', 'com.tajbank.app', 'com.qsoft.aidapay', 'com.ifs.banking.fiid3605', 'com.obounce.oneapp1']",4.9.3
FMBN Mobile,FMBN Mobile App is a 24/7 Mobile platform for NHF contributors,True,Education,"10,000+",28.0,0.0,2.3M,Rated for 3+,12.0,"May 31, 2021",,False,3.857143,"['ng.verifyme.agent', 'com.bw.etaxcard.abia', 'com.nipek.cdcare', 'com.tajbank.app', 'com.ifs.banking.fiid7416']",1.0.0
NGO & Government Jobs In Nigeria,Latest NGO & Government Jobs In Nigeria App To Make Ur Job Search In Naija Easy,True,Business,"5,000+",17.0,0.0,15M,Rated for 3+,12.0,"Dec 15, 2018",True,False,5.0,"['com.brightermonday', 'com.jobberman', 'com.recruitmentmatters', 'newstocks.nigeria.nse', 'com.gebeya.app.mobile.g_platform_talent']",1.0
FyndMe,Find and engage with great services local to you.,True,Business,"5,000+",67.0,0.0,17M,Rated for 3+,54.0,"Mar 28, 2018",True,False,4.626866000000001,"['com.iaai.android', 'com.kentae.market', 'com.copart.transportation', 'com.listmaga.app', 'com.autochek.buysalefixcars']",4.0.1
Smedan,Small Scale Business in Nigeria.,True,Business,"10,000+",30.0,0.0,22M,Rated for 3+,13.0,"May 24, 2018",,False,4.6,"['com.vanstone.vm20sdk', 'com.kashbase.spark', 'com.shago', 'ng.bankly.bankly.agent', 'moneymie.bank.nigeria.remit.sendmoney']",1.5.3
Aboki Exchange - Currency Exchange (Buy & Sell),"Nigerian Currency Exchange Platform, where buyers meet sellers of forex",True,Business,"10,000+",44.0,0.0,9.8M,Rated for 3+,10.0,"Apr 15, 2017",True,False,4.181818,"['com.greatcallie.abokiforex', 'com.app.Abokifx', 'com.bnt.currencydirect', 'newstocks.nigeria.nse', 'com.roqapps.mycurrency']",1.3
LUCRATIVE BUSINESS IDEAS WITH LITTLE OR NO CAPITAL,Looking for Business Ideas to start with little or no capital?,True,Business,"5,000+",23.0,0.0,5.8M,Rated for 3+,5.0,"Feb 19, 2019",True,False,4.2173915,"['com.exolvemedia.naijarecipes', 'com.howtobake.primex', 'com.cuisinedecheznous']",1.1
NIMEREX,"Airtime topup  Cashless Card, Send funds & Events",True,Business,"5,000+",73.0,0.0,28M,Rated for 3+,50.0,"Oct 25, 2017",,False,4.178082,"['moneymie.bank.nigeria.remit.sendmoney', 'com.univasa.provider', 'com.cowry', 'ng.bytelabs.watu', 'com.wemabank.alat.prod']",1.0
Ogawork,"OGAWORK makes it easy to find quality service providers, reviewed by homeowners",True,Business,"5,000+",47.0,0.0,6.3M,Rated for 3+,25.0,"May 6, 2018",,False,4.0851064,"['com.cobone.coboneapp', 'com.theentertainerme.entertainer', 'com.platinumlist', 'com.tempbuddy.tempbuddy', 'com.experteer.career']",2.0
RingoPro,"The Improved Best App to sell Airtime,Data, SMS,Pay-Tv, Smile, Electricity, etc.",True,Business,"10,000+",229.0,0.0,21M,Rated for 3+,198.0,"Jun 24, 2020",,False,3.07,"['com.nownow.android', 'cash.dartpay.merchant', 'com.shago', 'app.vtpass.com', 'com.capricorn.baximobile.app']",2.8
MoneyTangle Inc. Mobile App,MoneyTangle Inc. is a registered money service business,True,Business,"1,000+",13.0,0.0,31M,Rated for 3+,9.0,"May 11, 2016",,False,3.6923077000000006,"['com.bnt.currencydirect', 'com.solium.globalstockandrewards', 'com.ifs.banking.fiid4450', 'com.talkremit.android', 'com.olivier.currency']",2.0
Nigeria Big Business Community - SmartBcamp,Get Life and Business tips from the international community of experts.,True,Business,"1,000+",73.0,0.0,4.3M,Rated for 3+,35.0,"Dec 22, 2015",True,False,4.780822,"['com.ideas.mybusinessideas.business', 'com.earnmoneyonline.guide', 'business.ideas', 'uk.org.blurt.sparks', 'com.problemio.two']",2.0
NB HSEQ,This is the Nigerian Breweries' app for the reporting of safety and quality.,True,Business,"1,000+",25.0,0.0,9.9M,Rated for 3+,18.0,"Aug 1, 2016",,False,4.72,"['com.ventel.android.radardroid2', 'tedee.mobile', 'de.appzer.kstools', 'com.triboot.ledlenserconnect', 'com.ascendapps.aaspeedometer.pro']",1.1.1
Kasuwar Kano,Kasuwar Kano Online Store – Northern Nigeria’s Largest Online E-Commerce Store.,True,Business,"1,000+",21.0,0.0,2.9M,Rated for 3+,11.0,"Jan 26, 2020",True,False,4.4761906,,5.1
Cantina Express,Dedicated to providing good food and speedy service.,True,Business,"1,000+",9.0,0.0,15M,Rated for 3+,3.0,"Mar 23, 2020",,False,4.4444447,"['com.onesevengames.pazaak.card.game.online', 'com.t2s.mytakeaway', 'com.sidechef.sidechef.partner.budgetbytes', 'com.ooni.app', 'co.cardcastle']",1.0.0
Greenspek Web App,This app allows clients easy access to our products & services.,True,Business,"1,000+",14.0,0.0,1.9M,Rated for 3+,7.0,"Jan 27, 2015",,False,4.071429,"['com.itamazons.whatsweb', 'com.whatweb.clone']",4.0
Fasttopups (FTU),"Free mobile recharge, bill payments and funds transfer app",True,Business,"1,000+",43.0,0.0,21M,Rated for 3+,26.0,"Mar 31, 2015",,False,4.27907,"['com.expresspay', 'com.payremit.mobileapp', 'com.eversendapp', 'com.epayservice', 'com.afriex.afriex']",1.12.1
Lontor Pays,LONTOR PAYS empowers member to become entrepreneurs through innovative products,True,Business,"1,000+",16.0,0.0,1.3M,Rated for 3+,9.0,"Oct 27, 2018",,False,3.6875,"['com.ifs.banking.fiid4450', 'com.ecobank.xpresspoint', 'com.balatchi.djangui_mobilemoney', 'moneymie.bank.nigeria.remit.sendmoney', 'ru.bpc.mobilebank.boa2']",1.0.1
FillYaTank Mobile Application,Fuel Users/Consumers working together to save money and time on fuel products,True,Business,"1,000+",16.0,0.0,6.4M,Rated for 3+,12.0,"Jan 10, 2016",True,False,4.0625,"['kb2.soft.fuelmanagerpro', 'de.spritmonitor.smapp_mp', 'com.braffdev.fuelprice', 'sh.digica.paymentplatform.bilandroid', 'com.github.wdkapps.fillup']",1.0.14
ULearn Mobile,ULearn Mobile® provides learning and knowledge-critical information on-the-go,True,Business,"1,000+",24.0,0.0,13M,Rated for 3+,15.0,"Aug 2, 2015",,False,4.0416665,['com.penpower.bcr.worldcard'],5.0.1
iSabiDeliver,Getting your items delivered just got easier with isabiDeliver.,True,Business,"1,000+",19.0,0.0,20M,Rated for 3+,15.0,"Nov 5, 2018",,False,4.105263,"['com.vsdirect.android', 'com.sherpas.takeoutfood', 'com.kwik.messenger', 'com.flexomatic', 'com.paywaytalk']",3.9.2
LoadNG: Sell Bitcoin in Nigeria Instantly,"Sell Bitcoin, Ethereum, Ltc, Bch, USDC in Nigeria for Cash Instantly on LoadNG",True,Business,"5,000+",194.0,0.0,13M,Rated for 3+,138.0,"May 2, 2020",,False,4.36,"['com.newgo.coincola', 'com.bitpezapro.app', 'com.cardtonic.app', 'lt.spectrofinance.spectrocoin.android.wallet', 'com.spantom.jeroid']",2.3.0
Taxi Drop Driver,Taxi Drop Driver,True,Business,"1,000+",12.0,0.0,21M,Rated for 3+,4.0,"Aug 11, 2018",,False,3.5,"['com.taxigo.taksojuht.ee', 'com.zaotec.hirefare', 'com.blacklane.passenger', 'com.taxicaller.app', 'com.itsmyride.passenger']",5.0
ShipMyShoppings,Shop USA online stores from Nigeria and we'll deliver to your doorsteps,True,Business,"1,000+",43.0,0.0,9.4M,Rated for 3+,31.0,"Nov 17, 2017",,False,3.4418604,"['com.kongapay.android', 'com.kentae.market', 'com.it.aquantuo', 'com.vsdirect.android', 'io.eclectics.sbu.flexipay']",1.0.12
Gogata,Transport Service and Investment,True,Business,"1,000+",22.0,0.0,47M,Rated for 3+,16.0,"Feb 10, 2020",,False,2.9545455,"['sk.hopin.taxiapp', 'com.andornet.mobilitat', 'com.project529.garage.production', 'com.whizascoot.reactnative.app', 'com.doublemap.iu']",1.1.1
Nigeria Business Information,"Business Information and Intelligence - Update on Latest Tenders, EOI, Bids",True,Business,"1,000+",7.0,0.0,2.3M,Rated for 3+,4.0,"Apr 18, 2019",True,False,5.0,"['business.ideas', 'org.businessforhome.businessforhome', 'com.ideas.mybusinessideas.business', 'com.general.market.escrow', 'cv.it.businessplanIAB']",1.0.2
Simba Service,Simba Service is an offering of the Simba Group of companies.,True,Business,"1,000+",,0.0,4.3M,Rated for 3+,0.0,"Jan 24, 2020",,False,0.0,"['ae.gov.adnoc', 'ae.tameen.myoic', 'com.erosnow', 'com.sportsdirect.sdapp', 'com.streamisrael']",1.0.5
99 Property Nigeria,WELCOME TO THE OFFICIAL 99 Property Nigeria Limited.,True,Business,"1,000+",,0.0,9.0M,Rated for 3+,0.0,"Oct 11, 2016",,False,0.0,"['com.nigeriapropertycentre.app', 'ng.com.propertypro.user', 'moneymie.bank.nigeria.remit.sendmoney', 'co.tradedepot.shop', 'com.kentae.market']",0.1
Prepay Soft Terminal,This is a free terminal provided for all Prepay Agents.,True,Business,500+,12.0,0.0,5.4M,Rated for 3+,9.0,"Dec 4, 2013",,False,5.0,"['com.mw.beam.beamwallet.mainnet', 'com.ellipal.wallet', 'com.qsoft.aidapay', 'com.simbapay.simbapayandroid', 'com.bitkeep.wallet']",2.1.0#16210000
IGBO MEDIA,all business profile listing,True,Business,500+,11.0,0.0,1.7M,Rated for 3+,9.0,"Jul 3, 2018",,False,5.0,"['com.zenomedia.player.radiobiafra', 'com.ebot64.igbocalendar', 'com.felinkotech.superenglishandigbobible', 'com.appmind.radios.ng', 'com.catholichymnbook']",1.0
Jonliz Market,Jonliz Market Mobile Application,True,Business,500+,12.0,0.0,2.8M,Rated for 16+,11.0,"Feb 2, 2019",True,False,4.8333335,"['la.swapit', 'com.kentae.market', 'co.easystore.mobilepos', 'io.kodular.rupali_legal01.UK_Online_Shopping', 'com.kibokomart']",10.0
ReceiptNG,Easier & Faster for business providers to issue and send invoices and receipts.,True,Business,500+,15.0,0.0,7.5M,Rated for 3+,9.0,"Mar 6, 2018",,False,4.8,"['com.debitoor.android', 'com.simpro.eforms', 'com.promanagement.erppro', 'com.paysii.remit', 'com.vladster.app.IncoDroid.POS']",7.2.9
Recharge And Get Paid Limited,"Recharge and Get Paid, Number1 African's VTU Portal. All available countries.",True,Business,"1,000+",24.0,0.0,3.9M,Rated for 3+,20.0,"Sep 8, 2020",True,False,4.5,"['com.transsnet.palmpromoter', 'com.qsoft.aidapay', 'com.transsnet.palmpartner', 'cash.dartpay.merchant', 'com.gidimo']",v6
SME Briefcase,A mobile briefcase with everything Nigerian SME's need to grow their business,True,Business,"1,000+",9.0,0.0,17M,Rated for 3+,3.0,"Jan 26, 2018",True,False,4.3333335,,1.0
Afri Research Hub,Afri Research Hub is an app that allows download of Afrinvest Research reports,True,Business,500+,6.0,0.0,6.1M,Rated for 3+,3.0,"Mar 24, 2015",,False,4.1666665,"['co.agropartnerships.android', 'com.bbae.anno', 'ng.chaka.android', 'com.cousant.naijainvest', 'com.ourcrowd.app']",0.0.1
Jeroid - Trade Bitcoins & Giftcards in Nigeria,Buy and Sell Bitcoins. Redeem Giftcards and get paid instantly into your account,True,Finance,"1,000+",63.0,0.0,20M,Rated for 3+,47.0,"Jul 5, 2020",,False,3.3968253,"['com.gonglian.tbay', 'com.cardtonic.app', 'loadng.com.loadng', 'com.newgo.coincola', 'com.bitrefill.app']",1.3.1
HELPMEWAKA,Helpmewaka is an errand services platform,True,Business,"1,000+",5.0,0.0,14M,Rated for 18+,3.0,"Oct 24, 2019",,False,5.0,"['com.paywaytalk', 'com.eversendapp', 'com.ecocash.saremit.production', 'com.horiondigital.senditoo', 'com.yeel.app']",1.12
Impact Business Radio - Amutajero IBR 92.5 FM App,Impact Business Radio - IBR 92.5 FM App or Amutajero App Live Broadcast App,True,Business,500+,,0.0,9.5M,Rated for 3+,0.0,"Aug 18, 2018",,False,0.0,"['com.pasha.kissfm', 'com.radiosonline.radiofmromania', 'com.worldradios.salvador', 'com.radiolight.nigeria', 'com.tsm.wblk937']",2.2.2
NAIC - Nigerian Agricultural Insurance Corporation,Providing Agricultural risks insurance cover to Nigerian farmers,True,Business,"1,000+",,0.0,4.5M,Rated for 3+,0.0,"Jan 23, 2018",,False,0.0,"['com.vanstone.vm20sdk', 'com.teqpace.kolomoni', 'com.neolife.exigobo', 'com.ifs.banking.fiid3605', 'com.abit.abitcrowd']",1.1
De West Wind Nigeria Customer,Take rides and dispatch items with maximum ease.,True,Business,500+,,0.0,6.7M,Rated for 3+,0.0,"Mar 19, 2019",,False,0.0,"['com.wmode.velocity', 'com.simpro.eforms', 'com.synchroteam.synchroteam2', 'com.planonsoftware.universe', 'com.approvalmax']",1.0
Department of Petroleum Resources (DPR),Department of Petroleum Resources (DPR) Android App Available Now,True,Business,"1,000+",,0.0,7.1M,Rated for 3+,0.0,"Jan 30, 2019",,False,0.0,"['fiix.cmms.mobile', 'com.knowmobile.android', 'com.ApisEurope.SmeData.Mobile', 'com.nimonik.audit', 'com.booker.bookerandroid']",1.1.4
The MarketHub (Concrete/SMEDAN),MarketHub hub acts as a business directory between businesses and customers.,True,Business,"5,000+",13.0,0.0,27M,Rated for 12+,3.0,"Jul 10, 2020",,False,3.3076923,"['com.oneup.app', 'com.finance.ksfenri', 'com.kitco.metalynx', 'com.exact', 'com.danskebank.business.mobile']",1.1.19
KFA Rentals,KFA Rentals App provides a unique way for our customers to book rental items.,True,Business,100+,11.0,0.0,7.0M,Rated for 3+,3.0,"Apr 1, 2017",,False,5.0,"['com.yescapa', 'com.rental24h.rental24h', 'com.ufodrive.app', 'com.tripadvisor.android.vr.owner', 'com.rvezy']",2.0.2
Odwadini,"Your #1 financial planning,expenses tracking and business finance management app",True,Business,100+,11.0,0.0,29M,Rated for 3+,9.0,"Feb 16, 2020",,False,5.0,"['com.by8ek.personalvault.full', 'digitalmarketing.digital.marketing.dm.ads.learn.socialmedia.market', 'com.mlab.expense.manager', 'com.gsw.travelexpensemanager', 'org.me.mobiexpensifyg']",3.0.3
931 Mobile,"With 931 Mobile you can do more. Buy Airtime, Data, CableTV &Electricity at ease",True,Business,100+,14.0,0.0,27M,Rated for 3+,8.0,"Jun 29, 2020",,False,4.928571,"['app.vtpass.com', 'nigerian.network.ussd.code', 'com.qsoft.aidapay', 'com.gigaiot.sasa.android', 'com.capricorn.baximobile.app']",1.1.4
My Laundry App,Nice N Clean  specialized on Dry Cleaning Services and attention to detail.,True,Business,500+,5.0,0.0,4.6M,Rated for 3+,3.0,"May 2, 2018",,False,5.0,"['com.encureit.laundryheap', 'com.justclean.justclean', 'com.cleancloudapp.cleancloud', 'com.getwashmen.app', 'com.revolve']",3.0.2
Fani Nigeria Limited,FANI NIGERIA LIMITED has been established as a Building and Engineering,True,Business,100+,5.0,0.0,13M,Rated for 12+,1.0,"Nov 10, 2015",,False,5.0,"['com.hervest', 'newstocks.nigeria.nse', 'com.soundconcepts.teamneolife', 'com.overwood.overwood', 'co.agropartnerships.android']",1.0
ChoowaApp,Access all businesses around your area and across the country with ChowApp.,True,Business,100+,18.0,0.0,29M,Rated for 3+,10.0,"Jul 31, 2017",True,False,4.9444447,"['com.robince.studio.currencypro', 'com.balatchi.djangui_mobilemoney', 'business.ideas', 'com.gigm', 'com.horiondigital.senditoo']",1.0
Dotmac Selfcare,Dotmac app provides easy access to manage your Dotmac subscription plan,True,Business,500+,14.0,0.0,25M,Rated for 3+,5.0,"Aug 29, 2020",,False,4.785714,"['com.georgesdick.prompter', 'com.paysii.remit', 'uk.co.insite.team', 'com.simbapay.simbapayandroid', 'com.yeel.app']",6
CheckArtisan,CheckArtisan is the smartest way to find a local Tradesman.,True,Business,100+,20.0,0.0,5.9M,Rated for 3+,17.0,"Oct 25, 2018",,False,4.75,"['com.edu.emgs', 'com.webembassy.anews', 'com.daft.ie', 'com.euf.project.erasmus', 'com.gillettegroup.izzso']",2.0
Mimilogs,A multipurpose logistics solution that help Nigerians to import from China.,True,Business,500+,9.0,0.0,7.5M,Rated for 3+,8.0,"Aug 27, 2020",,False,2.7777777,"['com.cowry', 'com.anhong.SkyCargoLtd', 'moneymie.bank.nigeria.remit.sendmoney', 'com.app.Abokifx', 'com.overwood.overwood']",1.1.4
Agricbase : Agriculture Community and Marketplace,Agricbase is the online “marketplace for Nigeria’s Agriculture trades”,True,Business,100+,,0.0,15M,Rated for 3+,0.0,"Apr 12, 2019",True,False,0.0,"['com.appsforagri.smartfarm', 'com.sudip.smartkrishi', 'com.fieldmargin', 'com.yourcareergroup.jobshc', 'com.fintiba_app']",1.1.1
French and Hausa Worship,French And Hausa Songbook,True,Business,100+,,0.0,21M,Rated for 3+,0.0,"Dec 4, 2017",,False,0.0,"['org.wikimezmur.alpha', 'org.hymnary.UMH', 'com.ecodia.android.hymnlyrics.hymnlyricsfree_hausa', 'com.eznetsoft.workshipandpraise', 'com.appmk.book']",1.0
Jhaki Customer,Enjoy the ease of shipping experience,True,Business,100+,,0.0,7.6M,Rated for 3+,0.0,"Jun 18, 2019",,False,0.0,"['com.pandats.monetamarkets', 'com.qualtrics.offlinesurveys', 'com.luneswallet', 'com.nfx.app', 'djm.cuetrans.passanger']",1.0.6
CoinVault Exchange,COIN VAULT CURRENCY EXCHANGERS | Buy | Sell | Exchange | Bitcoin | Ethereum,True,Business,100+,,0.0,18M,Rated for 3+,0.0,"Sep 2, 2017",,False,0.0,"['com.bitcoin.wallet.btc', 'newstocks.nigeria.nse', 'mw.org.freewallet.app', 'io.changenow.changenow', 'com.polehin.android']",1.3.0
CalloutJobs - Book and Get Job Leads in Nigeria,CalloutJobs Nigeria - connecting Service Providers and Home Owners,True,Business,100+,,0.0,7.3M,Rated for 3+,0.0,"Oct 3, 2017",,False,0.0,"['com.jobberman', 'com.yourcareergroup.jobshc', 'com.exmple.fresherjobtips', 'field.service.schedule.management.software', 'com.upwork.android.apps.client']",3.2
Visit Alaba,Alaba international market online.,True,Business,100+,,0.0,11M,Rated for 3+,0.0,"Jul 28, 2016",,False,0.0,,2.4.7
eRIDE,eRIDE app lets your user book their taxi/cab with ease.,True,Business,100+,,0.0,24M,Rated for 3+,0.0,"Nov 22, 2018",,False,0.0,"['com.amadeus.merci.kq', 'com.goteclabs.captain', 'ai.bliq.ride', 'com.emirates.ek.android', 'com.dtc.dtccustomer']",1.0.1
RADIO NIGERIA STAFF  ICCS  LTD.,Mobile app for Federal Radio Corporation of Nigeria Staff Cooperative.,True,Business,100+,,0.0,7.1M,Rated for 3+,0.0,"Feb 9, 2020",,False,0.0,"['com.stanbicibtc.mobile', 'com.pledge51.nigerianconstitution', 'com.ifs.banking.fiid3605', 'com.vanstone.vm20sdk', 'com.marfeel.cherokee.index.www.premiumtimesng.com']",1.1.1
Callus Miller,Callus Miller Communications Ltd mobile shopping app,True,Business,500+,,0.0,1.5M,Rated for 3+,0.0,"Jun 12, 2020",,False,0.0,"['com.handson.h2o.az2014', 'com.seebenow.becomingbalance', 'com.yodhaapp.dailyhoroscope', 'com.gspeaks.mypandit', 'com.remakingfuture']",1.0
IART STAFF CICS,Mobile app for IART staff CICS,True,Business,100+,,0.0,7.2M,Rated for 3+,0.0,"Sep 5, 2020",,False,0.0,"['com.approvalmax', 'net.alliedmaldives.alliedonline', 'com.knowmobile.android', 'com.taxfyle.TaxfyleMobile', 'field.service.schedule.management.software']",1.1.3
NIS ILORIN STAFF MCS,"App for Nigeria Immigration Staff Multipurpose Cooperative Society Ltd, Ilorin",True,Business,100+,,0.0,7.1M,Rated for 3+,0.0,"Nov 8, 2020",,False,0.0,"['com.santander.us.sme', 'com.nero.globus_mobile', 'com.ifs.banking.fiid4450', 'pr.com.firstbank', 'com.ifs.banking.fiid3605']",1.1.4
Moov Africa,Cargo Delivery App,True,Business,"5,000+",23.0,0.0,23M,Rated for 3+,9.0,"Sep 23, 2019",,False,4.478261,"['com.developer.cybetcast', 'com.balatchi.djangui_mobilemoney']",1.0
Wazo Top-Up,Official Wazo Top-Up,True,Business,100+,,0.0,1.6M,Rated for 3+,0.0,"Feb 15, 2019",,False,0.0,"['com.qsoft.aidapay', 'app.vtpass.com', 'com.nownow.android', 'com.obounce.oneapp1', 'com.finch_agent_mobile_app']",1.1
Gidi Business Pages,Gidi Business Pages is a Mobile Nigeria's Business Directory.,True,Business,100+,,0.0,1.0M,Rated for 3+,0.0,"Jan 30, 2016",True,False,0.0,"['com.suregifts.sureremit', 'com.kentae.market', 'com.jobberman', 'moneymie.bank.nigeria.remit.sendmoney', 'com.general.market.escrow']",1.0
The Law Master Mobile,The Law Master Mobile App is the mobile version of The Law Master Desktop App.,True,Business,100+,,0.0,14M,Rated for 3+,0.0,"Oct 15, 2019",,False,0.0,"['com.todoapps.lawsofpower', 'com.hqbytes.cca', 'com.ssproductions.contractlaw', 'cv.it.businessplanIAB', 'com.therichestmaninbabylon.richestmanbookpdf.tikapps']",21.0The Law Master Mobile
SERV App,SERV links artisans & customers in Nigeria together for quality service delivery,True,Business,100+,5.0,0.0,31M,Rated for 3+,3.0,"Feb 6, 2018",,False,5.0,"['com.servishero.proapp', 'my.trevo.trevoapp', 'com.damacproperties.damacagentsapp.android', 'com.map.avlview', 'com.shipnext']",1.0.4
Afiaanyi  Services Limited,An e-Business Directory and Marketplace for Eastern Nigeria to the World!,True,Business,50+,,0.0,14M,Rated for 3+,0.0,"May 30, 2019",,False,0.0,"['com.qsoft.aidapay', 'com.yeel.app', 'com.ecocash.saremit.production', 'co.tradedepot.shop', 'com.obounce.oneapp1']",1.0.3
Agridrive - Empowering Dreams,Agridrive - A tractor booking mobile application for Farmer needs.,True,Business,100+,,0.0,13M,Rated for 3+,0.0,"Aug 30, 2019",,False,0.0,"['com.ralph.solutiontipster', 'com.chandan.publichealthmcqs']",2021.1.9
AGRICPLUS,An online platform for connecting farmers and buyers of agricultural produce,True,Business,50+,,0.0,12M,Rated for 3+,0.0,"Oct 27, 2017",,False,0.0,['com.appsforagri.smartfarm'],0.0.9
nigeriamedicinalplants,Welcome to our nigeriamedicinalplants app.,True,Business,50+,,0.0,3.5M,Rated for 3+,0.0,"Aug 23, 2017",,False,0.0,"['org.escardio.esccvdriskcalculation', 'app.escavo.thecc', 'com.onetapsolutions.morneau.activity', 'cz.appmine.memorix', 'com.orthodose.orthodose']",1.1.0
"Dockaaf-Airland, Landed Property App in Nigeria",Land and Landed properties in Nigeria with guarantee.,True,Business,50+,,0.0,11M,Rated for 3+,0.0,"Apr 8, 2019",,False,0.0,"['ng.com.propertypro.user', 'com.recruitmentmatters', 'com.jora.android.sgjobsdb', 'com.findjobs', 'com.ipams.quantumx']",1.1.1
Eco Trader,Trade Bitcoin & Gift Cards - Fast Payout,True,Business,"1,000+",12.0,0.0,62M,Rated for 3+,6.0,"Nov 13, 2020",,False,4.0,"['com.autocatalystmarket', 'com.ecotradegroup.catalogue', 'com.epicor.EpicorMobileCRM', 'com.lead.dig', 'com.flicent.simplysend']",3.6.4
natnuPreneur Broiler Farmers' Tool,Performance monitoring and reporting tool for Nigeria broiler out-growers,True,Business,50+,,0.0,29M,Rated for 3+,0.0,"Mar 5, 2019",,False,0.0,"['com.bigdutchman.bfm', 'com.uga.FeedMix', 'com.moocall.moocall']",1.1
SME Biz Connect,"Connects business people, information seekers and prospective customers together",True,Business,50+,,0.0,3.5M,Rated for 3+,0.0,"Oct 27, 2018",,False,0.0,"['ru.alexeystarchikov.moneywallet', 'co.you.youapp', 'mtda.rpaynativeandroid', 'com.oriondev.moneywallet', 'com.bitnovo.app']",1.0
Hustlehive Ng,Directory of Nigerian businesses and enterprises,True,Business,50+,,0.0,13M,Rated for 12+,0.0,"Feb 28, 2018",,False,0.0,"['com.soundconcepts.teamneolife', 'co.webtalk.mobile', 'com.platinumlist', 'ng.chaka.android', 'com.bayzat.benefits']",11.0.28
ABU-Market,The application is meant for buying and selling in Ahmadu Bello University,True,Business,50+,,0.0,13M,Rated for 3+,0.0,"Feb 13, 2020",True,False,0.0,"['com.kentae.market', 'com.motorgy.consumerapp', 'tasawqoffers.ahmed_new.com', 'com.general.market.escrow', 'com.DFM']",2.5
Vex Online,Real Estate Valuation done right,True,Business,50+,,0.0,4.0M,Rated for 3+,0.0,"Jan 8, 2014",True,False,0.0,"['com.tookanmanager', 'com.experteer.career', 'com.gigm', 'gmin.app.reservations.dds2', 'com.jobberman']",1.3.7
NSCDC Nigeria,Nigeria security and civil defence corps,True,Business,"1,000+",,0.0,5.3M,Rated for 3+,0.0,"Nov 30, 2020",True,False,0.0,"['com.cowry', 'com.anhong.SkyCargoLtd', 'com.microsoft.azure.mobileapps.hymobile', 'com.bw.etaxcard.abia', 'com.univasa.provider']",1.0
NearMe Nigeria,NearME - Let Nigerians quickly find your business and services,True,Business,50+,,0.0,3.2M,Rated for 3+,0.0,"Jul 11, 2016",,False,0.0,"['com.nme.onestop', 'com.abit.abitcrowd', 'com.munawallet.muna', 'com.general.market.escrow']",4.0
123Ryde,"123 Ryde has the best and most organized cab hailing service in Abuja, Nigeria.",True,Business,50+,,0.0,30M,Rated for 3+,0.0,"Mar 9, 2018",,False,0.0,"['ai.bliq.ride', 'com.zaotec.hirefare', 'via.viavan.driver', 'com.anhong.SkyCargoLtd', 'com.scb.breezebanking.ug']",1.5
NACCIMA,"The Nigerian Association of Chambers of Commerce, Industry, Mines & Agriculture",True,Business,50+,,0.0,9.9M,Rated for 3+,0.0,"Oct 3, 2019",,False,0.0,"['newstocks.nigeria.nse', 'moneymie.bank.nigeria.remit.sendmoney', 'com.hqbytes.cca', 'com.app.Abokifx', 'com.general.market.escrow']",1.0.4
EEDC APP,Efficient Management Of Field Workforce & Field Service Operations,True,Business,"1,000+",,0.0,20M,Rated for 3+,0.0,"Dec 18, 2020",,False,0.0,"['com.microsoft.azure.mobileapps.hymobile', 'com.scholarly.putme.nda', 'com.vanstone.vm20sdk', 'com.scholarly.putme.oau', 'com.univasa.provider']",1.1
Obio/Akpor Local Government,Paper to Digital in Minutes,True,Business,100+,,0.0,26M,Rated for 3+,0.0,"Jun 13, 2019",,False,0.0,"['com.hqbytes.cca', 'com.guzogo.app', 'com.medpresso.Lonestar.icd10cm', 'com.ipams.quantumx', 'com.recruitmentmatters']",1.1
